Event ID,Paragraph ID,Article ID,Head labels,Relation label,Tail labels,Head text,Relation text,Tail text,Sentence text,Group_relation_label
931,214,19,"condition, genetic disorder",CAUSES,symptom,Peutz-Jeghers syndrome,causes,distinctive pigmented skin lesions,Peutz-Jeghers syndrome causes distinctive pigmented skin lesions,CAUSES
932,214,19,"genetic mutation, risk factor",CAUSES,"condition, genetic disorder",germline mutation of the STK11/LKB1 tumor suppressor gene,causes,Peutz-Jeghers syndrome,germline mutation of the STK11/LKB1 tumor suppressor gene causes Peutz-Jeghers syndrome,CAUSES
933,214,19,"condition, genetic disorder",IMPLIES,risk factor,Peutz-Jeghers syndrome,implies,significantly increased risk of gastrointestinal (GI) and non-GI cancers,Peutz-Jeghers syndrome implies significantly increased risk of gastrointestinal (GI) and non-GI cancers,IMPLIES
934,214,19,risk factor,CAUSES,condition,significantly increased risk of gastrointestinal (GI) cancers,causes,"cancers of the pancreas, stomach, small intestine, and colon","significantly increased risk of gastrointestinal (GI) cancers causes cancers of the pancreas, stomach, small intestine, and colon",CAUSES
935,214,19,risk factor,CAUSES,condition,significantly increased risk of non-GI cancers,causes,"cancers of the breast, lung, uterus, ovaries, and testes","significantly increased risk of non-GI cancers causes cancers of the breast, lung, uterus, ovaries, and testes",CAUSES
936,215,19,"symptom, condition",ASSOCIATED_WITH,"condition, location",melanotic macules,are found on,"skin and mucous membranes, especially of the perioral region, lips and gums, hands, and feet","melanotic macules are found on skin and mucous membranes, especially of the perioral region, lips and gums, hands, and feet",AND
937,215,19,"symptom, condition",TEMPORAL,condition,buccal lesions,tend to fade by,puberty,buccal lesions tend to fade by puberty,THRESHOLD
938,215,19,condition,CAUSES,"symptom, condition",polyps,may bleed and often cause,obstruction or intussusception,polyps may bleed and often cause obstruction or intussusception,CAUSES
939,216,19,"condition, symptom",IMPLIES,condition,perioral or buccal pigmentation,suggests,Peutz-Jeghers syndrome,perioral or buccal pigmentation suggests Peutz-Jeghers syndrome,IMPLIES
940,216,19,"condition, symptom",IMPLIES,condition,≥ 2 GI hamartomatous polyps,suggests,Peutz-Jeghers syndrome,≥ 2 GI hamartomatous polyps suggests Peutz-Jeghers syndrome,IMPLIES
941,216,19,"condition, risk factor",IMPLIES,condition,family history of Peutz-Jeghers syndrome,suggests,Peutz-Jeghers syndrome,family history of Peutz-Jeghers syndrome suggests Peutz-Jeghers syndrome,IMPLIES
942,216,19,condition,CAUSES,treatment,Peutz-Jeghers syndrome,requires,testing for STK11 mutations,Peutz-Jeghers syndrome requires testing for STK11 mutations,CAUSES
943,217,19,"condition, risk factor",IMPLIES,"treatment, procedure",Peutz-Jeghers syndrome,surveillance includes,"colonoscopy, upper endoscopy, and video capsule endoscopy","Peutz-Jeghers syndrome surveillance includes colonoscopy, upper endoscopy, and video capsule endoscopy",IMPLIES
944,217,19,"condition, risk factor",THRESHOLD,age,Peutz-Jeghers syndrome,beginning at age,8,Peutz-Jeghers syndrome beginning at age 8,THRESHOLD
945,217,19,"symptom, condition",THRESHOLD,"treatment, procedure",Colonic polyps,> 1 cm typically are removed,removal,Colonic polyps > 1 cm typically are removed removal,THRESHOLD
946,218,19,"condition, risk factor",IMPLIES,"treatment, procedure","breast, ovarian, endometrial, and cervical cancer",should include,"breast self-examination starting at age 18 and then should include annual pelvic examination, pelvic or transvaginal ultrasound, Papanicolaou (Pap) test, and breast MRI and/or mammogram starting at age 25","breast, ovarian, endometrial, and cervical cancer should include breast self-examination starting at age 18 and then should include annual pelvic examination, pelvic or transvaginal ultrasound, Papanicolaou (Pap) test, and breast MRI and/or mammogram starting at age 25",IMPLIES
947,218,19,"condition, risk factor",IMPLIES,"treatment, procedure",pancreatic cancer,should begin at age 30 and includes,magnetic resonance cholangiopancreatography (MRCP) or endoscopic ultrasonography,pancreatic cancer should begin at age 30 and includes magnetic resonance cholangiopancreatography (MRCP) or endoscopic ultrasonography,IMPLIES
948,218,19,"condition, risk factor",IMPLIES,"treatment, procedure",Sertoli cell tumor,should be done annually from birth to adolescence,testicular examination; ultrasonography should be done if abnormalities are palpated or if feminization occurs,Sertoli cell tumor should be done annually from birth to adolescence testicular examination; ultrasonography should be done if abnormalities are palpated or if feminization occurs,IMPLIES
949,219,19,"condition, risk factor",IMPLIES,risk factor,Peutz-Jeghers syndrome,are at increased risk of,lung cancer,Peutz-Jeghers syndrome are at increased risk of lung cancer,IMPLIES
950,219,19,risk factor,CAUSES,condition,smoking,should be considered if patients,lung cancer,smoking should be considered if patients lung cancer,CAUSES
951,220,19,"risk factor, genetic predisposition",IMPLIES,"condition, symptom",First-degree relatives,should be evaluated for,skin lesions of Peutz-Jeghers syndrome,First-degree relatives should be evaluated for skin lesions of Peutz-Jeghers syndrome,IMPLIES
952,222,20,condition,CAUSES,symptom,anorectal fistula,causes,discharge and sometimes pain,anorectal fistula causes discharge and sometimes pain,CAUSES
953,222,20,condition,IMPLIES,diagnostic procedure,anorectal fistula,implies,"examination and sometimes anoscopy, sigmoidoscopy, or colonoscopy","anorectal fistula implies examination and sometimes anoscopy, sigmoidoscopy, or colonoscopy",IMPLIES
954,222,20,condition,IMPLIES,treatment,anorectal fistula,implies,surgery,anorectal fistula implies surgery,IMPLIES
955,223,20,condition,CAUSES,condition,drainage of a perirectal abscess,occur secondary to,fistulas,drainage of a perirectal abscess occur secondary to fistulas,CAUSES
956,223,20,condition,CAUSES,condition,anorectal crypts,originate in,fistulas,anorectal crypts originate in fistulas,CAUSES
957,223,20,condition,CAUSES,condition,Crohn disease,causes,fistulas,Crohn disease causes fistulas,CAUSES
958,223,20,condition,CAUSES,condition,tuberculosis,causes,fistulas,tuberculosis causes fistulas,CAUSES
959,223,20,condition,CAUSES,condition,diverticulitis,causes,fistulas,diverticulitis causes fistulas,CAUSES
960,223,20,condition,CAUSES,condition,cancer,causes,fistulas,cancer causes fistulas,CAUSES
961,223,20,condition,CAUSES,condition,trauma,causes,fistulas,trauma causes fistulas,CAUSES
962,223,20,condition,CAUSES,condition,Crohn disease,may be secondary to,rectovaginal fistulas,Crohn disease may be secondary to rectovaginal fistulas,CAUSES
963,223,20,condition,CAUSES,condition,obstetric injuries,may be secondary to,rectovaginal fistulas,obstetric injuries may be secondary to rectovaginal fistulas,CAUSES
964,223,20,treatment,CAUSES,condition,radiation therapy,may be secondary to,rectovaginal fistulas,radiation therapy may be secondary to rectovaginal fistulas,CAUSES
965,223,20,condition,CAUSES,condition,cancer,may be secondary to,rectovaginal fistulas,cancer may be secondary to rectovaginal fistulas,CAUSES
966,223,20,condition,CAUSES,"condition, risk factor",congenital,are,fistulas in infants,congenital are fistulas in infants,CAUSES
967,223,20,risk factor,CAUSES,condition,more common among boys,are,fistulas in infants,more common among boys are fistulas in infants,CAUSES
968,224,20,"condition, risk factor",IMPLIES,symptom,history of recurrent anorectal abscess,is usual followed by,intermittent or constant discharge,history of recurrent anorectal abscess is usual followed by intermittent or constant discharge,IMPLIES
969,224,20,symptom,OR,symptom,discharge material is purulent,or,serosanguineous,discharge material is purulent or serosanguineous,OR
970,224,20,condition,CAUSES,symptom,infection,may cause,pain,infection may cause pain,CAUSES
971,224,20,symptom,IMPLIES,sign,pain,may be present if there is,infection,pain may be present if there is infection,IMPLIES
972,224,20,condition,IMPLIES,sign,anorectal abscess,"on inspection, can be seen as",one or more secondary openings,"anorectal abscess on inspection, can be seen as one or more secondary openings",IMPLIES
973,224,20,sign,IMPLIES,sign,cordlike tract,can often be palpated,indicating a tract,cordlike tract can often be palpated indicating a tract,IMPLIES
974,224,20,procedure,DETERMINES,sign,probe inserted into the tract,can determine,depth and direction and often the primary opening,probe inserted into the tract can determine depth and direction and often the primary opening,IMPLIES
975,225,20,"condition, diagnostic procedure",IMPLIES,condition,Diagnosis of anorectal fistula by examination,implies,anorectal fistula,Diagnosis of anorectal fistula by examination implies anorectal fistula,IMPLIES
976,225,20,diagnostic procedure,CAUSES,symptom,Anoscopy or sigmoidoscopy,may be used to visualize,internal opening of the fistula,Anoscopy or sigmoidoscopy may be used to visualize internal opening of the fistula,CAUSES
977,225,20,condition,THRESHOLD,diagnostic procedure,suspicion of Crohn disease,should follow,colonoscopy,suspicion of Crohn disease should follow colonoscopy,THRESHOLD
978,225,20,condition,OR,condition,"Hidradenitis suppurativa, pilonidal sinus, dermal suppurative sinuses, and urethroperineal fistulas",must be differentiated from,cryptogenic fistulas,"Hidradenitis suppurativa, pilonidal sinus, dermal suppurative sinuses, and urethroperineal fistulas must be differentiated from cryptogenic fistulas",OR
979,226,20,"condition, risk factor",CAUSES,condition,Crohn disease,causes,anorectal fistula,Crohn disease causes anorectal fistula,CAUSES
980,226,20,condition,IMPLIES,treatment,anorectal fistula,implies,surgical procedures,anorectal fistula implies surgical procedures,IMPLIES
981,226,20,condition,NEGATES,treatment,diarrhea,negates,fistulotomy,diarrhea negates fistulotomy,NEGATES
982,226,20,condition,NEGATES,treatment,Crohn disease,negates,fistulotomy,Crohn disease negates fistulotomy,NEGATES
983,226,20,treatment,OR,treatment,fistulotomy,or,fistulectomy,fistulotomy or fistulectomy,OR
984,226,20,treatment,OR,treatment,advancement flaps,or,biologic plugs,advancement flaps or biologic plugs,OR
985,226,20,treatment,OR,treatment,advancement flaps,or,fibrin glue instillations,advancement flaps or fibrin glue instillations,OR
986,226,20,treatment,OR,treatment,biologic plugs,or,fibrin glue instillations,biologic plugs or fibrin glue instillations,OR
987,226,20,treatment,IMPLIES,outcome,LIFT procedure,implies,preservation of continence,LIFT procedure implies preservation of continence,IMPLIES
988,227,20,condition,CAUSES,symptom,Crohn disease,causes,anal fistulas,Crohn disease causes anal fistulas,CAUSES
989,227,20,treatment,IMPLIES,condition,metronidazole,can be given for,Crohn disease,metronidazole can be given for Crohn disease,IMPLIES
990,227,20,treatment,IMPLIES,condition,other appropriate antibiotics,can be given for,Crohn disease,other appropriate antibiotics can be given for Crohn disease,IMPLIES
991,227,20,treatment,IMPLIES,condition,suppressive therapies,can be given for,Crohn disease,suppressive therapies can be given for Crohn disease,IMPLIES
992,227,20,treatment,EFFECTIVE FOR,symptom,Infliximab,is effective in closing,anal fistulas,Infliximab is effective in closing anal fistulas,TREATMENT
993,228,20,condition,AND,condition,anorectal abscess,and,fistula-in-ano,anorectal abscess and fistula-in-ano,AND
994,228,20,condition,AND,condition,fistula-in-ano,and,rectovaginal fistula,fistula-in-ano and rectovaginal fistula,AND
995,228,20,condition,AND,condition,anorectal abscess,and,rectovaginal fistula,anorectal abscess and rectovaginal fistula,AND
